2006Q1,0.2705466819603541,140.92,1071.83,215.03,131.44799999999998,237.722,1967.38,1801.9,730.112,5024.24,3426.15,202.475,130.95,884.043,268.317,624.57,37952.0,5920.5,2181.96,317.81,123.757,2954.33,2.04,1282.1,677.921,1296.51,789.2,424.698,1161.59,164.452,156.74,203.722,146.313,188.733,161.70600000000005,1517.25,1395.33,813.16,1294.83,117.35,1063.03,787.8,1059.77,323.106,453.48,432.495,92.3,1728.16,583.65,300.257,633.82,349.26,65.91,66.63,44.425,57.6,23.63,38.34,39.95,73.11,52.74,73.5,10.874,2.164,2290.85,3.3688,526.35,1.2118,117.78,28.47,24.3,0.804,-0.09,0.31,4.1,59.3,10.831,0.8,11.189,47.0,109.1,76.0,3.0,88.9,2.1,3.4,80.4889,204.3,0.3,199.8,3.28,1.7,89.73,8.3,0.72,-11.4,105.4,0.6,5.3,1.2118,1.2118,12.9,-85.281,4.75,4.75,97.406,75.041,1.78,1.31,4.849,4.82,4.812,246.3,4.5,291.0,2405.0,-0.1,1.05,-0.5,-0.6,-0.3,13.4,0.53,117.5,110.4,0.1,-0.2,-0.4,-0.1,1.24,3.887,0.5,2.3,-1.0,1.3,-2.3,5.2,1.0,-0.9,-0.3,939.162,18.0,25.9,0.1,4.1,5.4,-1.7,2.0,117.78,7.2,1.0,3.41,53.8,54.3,66.5,257.0,282.0,-1.1,-7.1,5.2,1116.0,158.0,0.25,2.07061,66.2,571.5,13.1,16.46,11.04,2.3,4.8472,4.8898,54.0,5.0,4.7,11.39,347.75,4.11,1.45,-1.34,-3.89,6.0,29.42,1.07,4.0,8.4,1.74,4.75,7.3,90.43,2.5,0.46,1.07,13892.0,5.64,1.76,-0.14,0.13,3.16,0.4,8.54,1.39,82.848,-1506.7
2006Q2,0.05864105470381209,140.12,1079.54,215.21,130.43200000000002,232.012,1939.03,1847.69,748.6239999999998,4795.06,3440.43,199.242,126.87,632.055,256.677,600.8,36630.7,8155.8,2126.02,317.46,122.782,2939.19,2.03,1276.37,681.923,1263.09,772.44,408.128,1152.35,166.525,159.66299999999995,206.311,146.313,188.402,164.702,1511.29,1394.47,815.19,1270.2,112.41,982.1,747.54,1060.03,313.053,412.0,413.033,88.88,1586.96,615.85,318.652,625.83,350.57,73.51,73.93,45.675,54.56,23.75,37.15,39.12,73.12,50.58,71.25,11.3463,2.165,2573.8,3.2625,538.85,1.2791,114.44,28.85,23.75,0.637,0.27,0.03,-1.0,57.0,7.352,1.5,14.503,45.0,105.0,72.0,3.3,84.9,2.6,4.3,80.6795,205.9,0.2,202.9,3.44,0.9,85.16,8.4,1.23,-8.9,108.6,4.4,5.8,1.2791,1.2791,16.7,20.517,5.25,5.25,3.36,83.521,1.93,1.42,5.138,5.154,5.0939999999999985,346.25,7.4,316.0,2399.0,0.4,1.07,-0.4,-0.4,-0.3,-24.6,1.86,118.7,110.4,0.2,0.5,0.3,0.0,1.273,4.714,1.3,4.3,-16.2,2.6,21.6,11.0,0.1,-0.3,-1.2,799.74,14.5,18.4,0.3,4.2,7.2,-6.5,2.5,114.44,5.9,0.9,3.18,49.9,52.0,76.5,83.0,79.0,-2.0,-7.2,-1.1,1074.0,91.0,0.25,2.45641,66.2,594.75,12.62,16.4,7.29,0.9,5.1364,5.1859,42.0,10.0,4.6,13.08,371.5,3.94,4.771,-1.63,-3.68,6.5,31.54,1.46,3.9,8.9,3.23,5.0,6.2,90.29,1.83,-0.13,1.49,13827.9,4.22,0.99,-1.02,0.09,3.32,0.3,5.51,-0.19,83.4253,-26.8
2006Q3,-0.0856906720763364,146.86,1103.76,224.3,134.69899999999998,247.444,2048.89,1958.7,791.071,4760.73,3479.69,213.58900000000003,128.48,692.3710000000002,269.154,697.05,36449.4,10390.3,2280.48,329.82,128.303,3070.48,2.11,1344.3,724.3439999999998,1326.49,756.16,424.19,1210.26,171.607,162.60299999999995,214.027,149.33,194.545,167.715,1579.83,1445.76,848.38,1335.85,119.3,1002.7,778.16,1098.65,328.006,432.98,426.064,92.86,1610.73,598.3,297.94,677.67,390.6,62.48,62.91,48.295,54.16,24.0,43.21,38.47,77.07,52.12,77.15,10.985,2.169,2398.13,3.2505,535.03,1.2674,118.18,29.07,23.86,0.732,0.21,-0.09,4.4,58.7,11.081,1.5,15.287,44.0,96.6,78.2,3.1,85.4,2.9,2.1,80.3359,207.2,0.2,202.9,3.54,2.4,86.03,8.3,1.26,-8.1,109.9,5.6,4.5,1.2674,1.2674,15.9,56.167,5.25,5.25,81.837,81.705,1.675,1.139,4.63,4.687,4.579,346.05,1.6,309.0,2437.0,0.1,1.07,-0.5,-0.3,-0.3,-0.7,-1.04,118.8,110.1,0.2,0.6,0.5,0.0,1.298,4.03,0.0,4.6,-21.2,0.5,1.4,5.4,0.5,-0.2,0.8,1006.76,15.2,16.9,-0.2,4.1,2.8,-7.4,2.7,118.18,11.9,0.4,4.09,49.9,52.2,61.0,82.0,153.0,-3.9,4.2,-1.8,1016.0,110.0,0.15,2.49086,66.1,547.5,12.79,16.47,3.72,4.4,4.6276,4.7619,30.0,-34.0,4.5,11.98,443.0,4.58,5.97,-1.51,-3.08,7.0,30.3,1.26,2.8,7.9,4.15,5.25,9.0,90.29,1.99,0.03,2.57,14606.6,4.74,0.31,-0.04,1.01,3.48,0.55,4.7,-0.19,83.3989,-366.4
2006Q4,0.09444490097789447,148.683,1116.41,235.02,139.404,257.779,2186.13,2170.89,886.238,4999.14,3723.55,247.064,140.53,776.181,316.531,824.97,44473.7,12884.2,2693.36,334.78,139.933,3327.43,2.16,1426.22,782.307,1418.81,837.1,449.332,1274.2,177.02599999999995,165.64700000000005,220.064,152.954,199.904,170.805,1601.26,1456.21,883.97,1418.3,127.34,1061.9,912.65,1116.09,400.067,510.1,450.9980000000001,98.87,1681.07,636.7,314.023,745.44,457.17,60.86,61.05,52.485,56.84,25.32,51.25,46.85,82.7,55.03,83.35,10.8033,2.1364,2240.0,3.1956,532.35,1.3197,119.06,34.18,24.42,1.039,0.18,1.01,-1.4,51.6,15.967,2.8,20.997,49.0,108.1,81.2,2.9,91.7,2.6,2.5,80.5084,208.1,0.1,201.8,3.0,3.4,83.65,10.0,1.43,-6.8,111.2,6.9,3.8,1.3197,1.3197,17.9,41.96100000000001,5.25,5.25,-14.697,11.837,1.685,1.251,4.704,4.812,4.694,287.1,2.5,341.0,2455.0,1.5,1.06,-0.3,-0.2,0.0,1.5,0.61,119.2,110.7,0.1,0.3,0.3,0.2,1.288,10.185,0.3,5.4,-20.0,-4.8,0.1,-1.9,-0.3,-0.1,-2.4,1109.66,9.8,7.7,0.4,4.0,7.9,-7.2,1.7,119.06,3.6,0.1,4.05,49.8,51.4,47.5,166.0,171.0,6.7,5.0,-0.5,998.0,129.0,0.14,2.22292,66.4,683.5,12.66,16.64,1.74,2.9,4.7022,4.8095,33.0,-26.0,4.4,11.56,501.0,4.48,5.541,-1.81,-3.06,7.5,28.64,2.28,2.6,6.0,4.64,5.25,8.4,90.09,1.14,0.03,3.31,16733.3,3.46,0.22,0.68,0.58,3.65,0.4,0.1,-0.46,83.0829,-1853.9
2007Q1,0.14197757972113578,150.941,1133.87,242.48,142.91,263.891,2200.12,2259.84,924.212,5174.91,3840.98,249.364,144.65,878.1569999999998,323.682,873.98,45804.7,17152.8,2929.0,340.12,143.4,3410.5,2.17,1441.47,792.018,1420.22,863.1,454.672,1276.22,180.293,168.62900000000005,223.779,155.763,208.112,173.938,1624.99,1477.28,907.3,1420.86,130.32,1083.38,929.03,1133.59,424.155,523.61,455.547,102.91,1713.61,663.8,328.452,763.7,493.44,68.1,65.87,54.17,58.28,26.15,54.36,49.22,83.14,55.65,85.24,11.0494,2.0594,2203.7,3.1825,538.97,1.3354,117.83,32.16,24.12,0.882,0.19,0.35,4.7,58.9,14.383,3.3,6.871,49.0,103.5,78.7,3.0,88.4,2.5,2.8,80.529,209.418,0.1,205.352,2.95,0.7,82.93,11.0,1.54,-5.3,112.0,7.8,2.3,1.3354,1.3354,18.6,-96.27,5.25,5.25,49.315,59.14,1.659,1.195,4.646,4.579,4.537,314.6,2.8,307.0,2499.0,0.8,1.05,-0.4,-0.1,-0.3,-28.0,0.26,119.0,111.1,-0.3,-0.1,0.1,-0.1,1.305,5.481,0.0,1.9,-19.1,-0.9,-4.5,9.7,-0.6,-0.1,-1.1,1602.62,10.3,0.6,-0.2,4.0,-3.4,-12.6,1.3,117.83,-3.2,0.1,4.21,52.8,52.8,65.5,196.0,214.0,-0.1,1.0,0.6,833.0,124.0,0.09,2.34164,66.2,761.25,12.34,16.07,-0.3,2.1,4.6443,4.8432,36.0,-27.0,4.4,14.64,438.0,5.78,4.25,-2.56,-2.67,8.25,30.11,1.55,2.6,6.7,5.74,5.0,8.6,90.65,0.25,0.35,3.4,17805.4,2.03,0.71,0.23,0.22,3.85,0.29,1.68,1.38,82.7835,-4947.3
2007Q2,0.09176682534255587,148.976,1141.38,241.43,141.858,258.58,2338.25,2446.72,998.284,5141.53,4413.27,289.356,152.9,1011.47,372.161,987.68,54392.1,22365.9,3470.18,338.46,153.766,3632.44,2.24,1486.73,831.0260000000002,1522.33,902.88,485.843,1347.9,183.12,171.658,226.993,156.237,207.445,177.058,1612.62,1470.92,909.33,1503.35,137.3,1125.18,1059.69,1125.75,507.964,554.86,485.423,108.12,1774.88,649.65,328.029,698.33,528.58,71.41,70.68,58.465,58.04,29.86,61.65,61.42,86.74,59.21,77.42,10.8084,1.929,1973.0,3.1660000000000004,527.13,1.3541,123.17,38.25,23.92,0.589,0.31,-0.16,0.3,59.6,9.105,4.4,26.91,44.0,101.9,74.7,3.4,85.3,2.2,2.7,80.7024,210.392,0.2,208.352,3.08,-2.4,81.92,11.0,1.57,-2.0,112.8,7.8,2.0,1.3541,1.3541,18.3,27.481,5.25,5.25,34.465,108.648,1.879,1.4780000000000002,5.026,4.862,4.923,345.35,2.3,317.0,2501.0,0.3,1.07,-0.4,-0.2,-0.3,-10.9,0.09,119.8,110.3,-0.1,-0.2,-0.2,-0.1,1.3530000000000002,5.962999999999999,0.1,1.3,-4.1,-7.8,-18.2,3.0,0.3,-0.1,0.9,1245.95,16.2,10.4,0.3,3.7,-2.9,-11.2,1.8,123.17,0.1,0.5,3.98,55.7,54.0,67.1,63.0,77.0,-5.8,2.3,-5.8,793.0,105.0,0.16,1.98171,66.0,850.0,11.96,15.88,-1.63,0.7,5.0244,5.1239,28.0,-18.0,4.6,16.23,582.0,6.03,-1.004,-2.72,-1.88,9.0,33.5,0.28,3.2,6.9,5.36,5.0,8.6,91.69,1.55,0.47,3.09,21006.0,1.99,0.77,0.38,0.12,3.75,0.29,0.67,0.21,83.3397,-2320.4
2007Q3,0.14562568880270274,152.249,1162.38,244.42,144.22,265.191,2385.72,2484.09,1009.6,5097.31,4832.67,343.3730000000001,163.25,1252.38,425.822,944.66,60465.1,21823.4,3249.0,347.29,159.10399999999996,3718.09,2.35,1524.04,829.0060000000002,1569.58,947.29,506.288,1388.85,186.097,174.83700000000005,231.224,157.938,212.542,180.311,1641.98,1526.94,912.36,1526.75,132.04,1033.19,1204.9,1158.02,562.585,578.29,502.732,106.17,1616.62,743.6,348.50699999999995,698.19,517.58,79.17,81.66,59.6,57.36,32.73,58.79,73.55,85.95,61.73,76.47,10.9355,1.8336,2029.75,3.0845,511.02,1.4267,114.81,49.22,23.05,-1.32,0.8,-0.06,-1.3,52.9,14.228,6.2,23.806,44.0,97.9,74.1,3.1,83.4,2.1,2.8,80.9264,211.554,0.2,208.49,4.05,-0.1,77.719,11.5,1.3,-6.4,109.3,4.8,2.5,1.4267,1.4267,16.3,112.866,4.75,4.75,-35.21,13.929,1.685,1.204,4.588,3.988,4.248,364.0,4.8,317.0,2518.0,0.5,1.03,-0.3,-0.2,-0.3,-19.8,-1.43,118.2,107.0,-0.1,-0.2,-0.1,-0.1,0.728,-43.955,-1.6,0.2,0.7,0.8,-6.6,16.3,1.2,0.0,-2.0,1608.68,6.3,-3.0,-0.6,3.9,1.2,-9.5,1.3,114.81,-2.7,0.6,3.79,53.9,53.8,60.4,43.0,96.0,-4.5,-11.1,-1.9,686.0,147.0,0.26,2.08031,66.0,991.25,12.42,16.26,-2.76,-0.4,4.5865,4.836,20.0,-38.0,4.7,18.0,939.0,5.01,-0.913,-2.91,-2.36,9.25,32.02,-0.39,5.9,7.7,5.24,5.75,8.9,92.82,2.8,0.61,2.06,23869.2,2.41,0.62,0.55,0.78,3.82,0.48,0.39,1.08,84.1644,-528.3
2007Q4,0.2133759133680282,154.653,1182.94,239.93,142.714,273.10900000000004,2306.23,2497.88,1001.95,4787.48,4824.45,346.204,157.79,1320.71,441.3,927.51,63886.1,17524.8,3051.83,356.55,156.253,3628.07,2.52,1487.7,780.951,1561.7,986.14,502.411,1348.26,188.954,178.168,233.941,157.938,218.222,183.737,1674.29,1587.45,900.54,1468.36,127.43,941.63,1245.59,1194.11,601.712,617.15,496.885,104.46,1475.68,833.7,364.99,610.15,460.12,93.85,95.98,57.17,53.16,32.12,56.0,80.7,80.25,60.78,65.7,10.8988,1.78,2017.25,2.998,497.95,1.4589,111.75,38.0199,21.525,-2.269,1.09,-0.65,3.6,55.8,11.827,6.5,22.687,40.0,91.0,65.6,3.4,75.5,2.4,4.1,81.0955,213.168,0.2,210.036,5.62,2.3,76.695,11.6,1.14,-9.6,105.8,3.4,4.5,1.4589,1.4589,11.3,48.261,4.25,4.25,38.202,48.212,1.51,1.015,4.025,3.051,3.4410000000000003,304.1,10.6,360.0,2760.0,0.2,0.98,-0.1,0.1,-0.1,-20.2,0.51,117.6,105.9,0.8,0.7,0.4,0.3,1.029,-19.176,0.7,1.4,0.4,-1.1,-6.4,3.7,0.8,0.4,-1.5,866.944,6.8,12.3,-0.6,3.7,1.5,-7.1,2.6,111.75,-11.6,0.7,3.76,51.1,50.1,65.7,62.0,104.0,-6.1,-13.4,-3.4,619.0,17.0,0.2,2.33468,66.0,1199.0,12.19,15.78,-5.4,2.3,4.0232,4.4522,18.0,-11.0,5.0,22.5,885.0,5.69,1.27,-2.89,-2.77,9.5,30.45,2.31,7.8,7.2,4.15,6.0,9.3,93.63,3.93,0.45,1.49,26856.5,2.73,0.4,0.04,0.41,3.87,0.38,1.34,0.95,84.6044,-2303.1
2008Q1,-0.10785220550167762,155.261,1207.29,231.76,138.637,273.806,2088.42,2249.25,918.268,4413.56,4529.49,296.249,139.34,816.7760000000002,392.789,971.07,60968.1,17387.5,2902.02,362.46,141.75,3299.49,2.47,1376.31,712.8610000000001,1420.1,864.89,451.27,1283.15,195.064,181.586,242.685,157.938,224.662,187.283,1671.7,1657.72,873.38,1322.7,106.78,766.61,1104.58,1223.69,593.115,491.06,443.897,89.24,1212.96,916.9,400.046,607.92,434.07,100.3,101.58,52.505,49.48,30.31,59.1,77.03,73.45,54.44,65.1,10.6421,1.7519,1831.3,2.7505,435.24,1.5788,99.7,31.8,20.35,-3.205,0.34,-1.25,-0.5,50.4,11.107,8.3,13.407,34.0,84.2,60.1,4.3,69.5,2.4,4.0,80.5647,214.42,0.2,213.528,7.45,2.0,71.80199999999998,10.2,0.99,-13.1,102.9,1.7,5.8,1.5788,1.5788,8.7,-48.212,2.25,2.25,-52.244,69.825,1.284,0.7490000000000001,3.411,1.586,2.438,383.1,15.2,387.0,2967.0,-0.3,0.96,0.1,0.4,0.1,-17.8,-0.59,116.5,104.4,1.2,1.2,0.6,0.6,1.095,-15.577,-0.9,0.2,0.0,-5.6,-7.8,3.3,1.6,0.2,0.2,1096.18,2.2,11.4,1.3,3.8,2.3,-3.3,4.0,99.7,-28.7,-0.1,4.25,52.2,49.7,83.1,-81.0,-55.0,-4.6,-8.9,-9.8,535.0,10.0,0.22,2.13459,66.1,1197.25,11.01,14.82,-7.84,-0.1,3.4096,4.2917,20.0,-37.0,5.1,25.61,929.0,5.93,3.361,-2.35,-2.18,9.75,29.4,2.15,8.5,7.6,2.84,6.25,10.3,95.68,5.55,1.04,0.47,32644.0,1.18,-0.34,-0.89,0.72,4.09,0.49,-4.95,-0.92,84.5943,-4152.4
2008Q2,0.14597476763497566,153.872,1206.05,237.3,139.332,271.033,2031.47,2156.87,879.294,4522.54,5027.01,272.835,136.77,806.4069999999998,389.396,931.07,65017.6,16294.0,2999.9,359.52,139.516,3244.65,2.31,1352.68,674.975,1418.92,962.19,456.909,1219.02,191.998,184.799,237.747,157.938,223.728,190.444,1660.2,1622.86,888.75,1280.0,101.2,835.83,1087.12,1216.34,657.785,517.74,449.253,87.03,1320.1,925.4,464.357,575.67,382.49,139.83,140.0,48.61,49.88,33.16,56.94,89.29,69.05,55.24,60.8,10.3098,1.6037,1913.5,2.9610000000000003,527.89,1.5755,106.21,30.52,19.45,-2.386,1.97,-1.18,-0.6,49.8,2.216,7.1,21.0,29.0,67.6,49.2,5.1,56.4,2.4,5.0,79.4358,215.424,0.2,218.815,6.92,2.2,72.46300000000002,9.7,0.44,-16.6,97.7,-3.4,7.8,1.5755,1.5755,6.3,33.547,2.0,2.0,94.794,44.13399999999999,1.601,1.18,3.971,2.62,3.329,389.55,21.3,392.0,3110.0,-0.7,0.92,0.1,0.9,0.3,-30.0,-2.58,112.7,102.6,1.9,2.0,1.5,1.3,1.135,-16.69,-2.8,-0.3,0.4,-3.2,7.1,-2.5,0.3,0.5,-4.0,104.1,-1.8,16.7,-0.8,4.0,4.5,-3.6,5.8,106.21,3.6,0.6,5.26,45.0,49.9,91.4,-188.0,-154.0,18.6,7.5,-3.4,487.0,45.0,0.21,2.2555,66.1,1605.0,10.29,14.07,-8.26,1.1,3.969,4.5239,18.0,-60.0,5.6,23.95,843.5,7.18,7.962999999999999,-2.15,-2.46,9.75,27.26,0.17,9.5,8.4,0.8,6.75,11.7,96.92,5.71,0.77,-1.38,34643.0,2.62,0.89,0.8,0.41,4.78,0.47,-0.71,1.18,83.3702,-2271.0
2008Q3,-0.08131626452416663,142.216,1167.71,210.62,128.799,257.02,1861.44,1728.62,692.258,3724.41,3931.02,210.008,107.02,786.9630000000002,284.441,751.66,49541.3,11248.4,2753.31,355.36,116.346,2749.71,2.3,1364.11,633.712,1316.62,732.94,400.583,1171.85,199.222,188.676,247.292,157.987,235.01,194.48,1530.7,1660.18,809.78,1166.36,89.49,683.84,786.92,1242.57,443.429,385.38,394.382,76.89,1087.41,870.95,335.7480000000001,594.8,324.1,98.17,100.64,39.86,42.64,26.34,46.67,56.31,63.89,48.55,61.95,10.9378,1.9046,2192.16,2.9825,552.11,1.4092,106.11,26.65,21.2,-7.522,0.0,-3.68,-4.0,56.1,-4.849,4.6,29.367,29.0,75.0,67.2,4.3,70.3,2.5,4.9,74.3498,216.713,0.1,218.783,10.09,-2.7,79.44800000000002,8.6,-0.3,-19.6,91.5,-10.5,7.7,1.4092,1.4092,-1.4,45.734,2.0,2.0,85.206,59.099,1.472,1.054,3.825,1.964,2.9810000000000003,287.9,13.1,483.0,3623.0,-3.4,0.83,0.2,1.2,0.5,-53.3,2.04,107.2,98.6,2.3,2.1,1.4,1.7,1.127,54.216,1.2,0.0,0.9,-1.2,-3.8,-20.1,-0.3,0.2,-3.3,90.97,1.5,28.8,0.5,4.0,4.2,-5.3,6.9,106.11,-23.0,-0.6,5.47,45.4,47.2,55.1,-413.0,-443.0,-7.1,-2.8,-0.5,433.0,4.0,0.13,2.07673,66.0,1045.0,9.78,12.69,-9.61,-3.5,3.8234,4.311,17.0,-83.0,6.1,39.39,680.0,7.57,9.786,-2.22,-2.25,10.0,27.34,-0.67,9.2,7.8,-1.78,8.25,10.7,98.59,6.22,0.57,-2.92,33787.6,1.33,0.3,-0.25,0.68,5.14,0.58,-2.19,-0.9,81.8947,-3920.3
2008Q4,-0.4988572232485303,156.131,1186.53,171.88,108.64,241.256,1452.98,1349.94,529.685,3389.02,2628.63,164.87099999999995,89.58,483.602,205.944,523.93,37550.3,7048.67,2376.42,365.03,90.3221,2150.99,1.86,1106.06,493.184,1073.73,582.95,309.298,992.17,204.912,192.767,257.293,162.38299999999995,241.242,198.757,1591.62,1805.52,665.0,903.25,69.43,530.85,567.04,1295.51,292.3590000000001,215.33,301.539,60.44,859.24,882.05,234.874,365.67,162.22,45.59,44.6,31.14,38.32,17.43,32.27,34.99,49.52,37.06,37.23,13.6733,2.3145,2248.58,3.1345,638.5,1.3971,90.64,16.54,24.4,-6.428,0.14,-4.36,-8.5,32.5,-7.692,1.2,38.98,25.0,69.5,54.0,1.7,60.1,1.8,0.1,71.7416,216.925,0.0,210.228,17.22,-7.4,81.308,7.7,-2.32,-31.3,73.1,-32.5,1.4,1.3971,1.3971,-16.7,-51.754,0.25,0.0,80.362,35.779,1.1740000000000002,0.6890000000000001,2.214,0.768,1.551,141.0,-10.1,533.0,4679.0,-3.5,0.71,0.0,0.9,0.2,-18.2,-10.21,91.9,83.2,0.2,0.4,0.8,0.8,0.96,-5.752999999999999,-8.2,-19.9,1.8,-5.7,-24.7,-71.8,-2.6,-0.8,-6.2,-322.2270000000001,-35.0,-21.5,-0.5,4.4,-25.2,-22.3,0.9,90.64,0.0,-2.0,6.53,32.5,34.5,17.1,-703.0,-707.0,-11.5,-14.1,-3.1,377.0,14.0,-0.02,1.35128,65.8,972.25,7.69,10.18,-12.0,-6.0,2.2123,2.6758,9.0,-184.0,7.3,40.0,610.75,7.67,8.993,-2.77,-1.73,9.5,24.42,-0.34,7.1,7.5,-3.81,8.25,6.4,99.86,6.65,0.36,-4.37,30271.5,-0.53,-1.59,-1.35,0.69,5.54,0.57,-3.96,-1.2,81.1925,-6617.3
